expfile,m,n,k
exp_random_26.csv,1045,609,1038
exp_random_26.csv,3814,671,3128
exp_random_26.csv,2201,3761,1208
exp_random_26.csv,309,826,3952
exp_random_26.csv,10069,149,3339
exp_random_26.csv,560,906,3273
exp_random_26.csv,1297,1169,2424
exp_random_26.csv,2475,348,5409
exp_random_26.csv,14538,966,238
exp_random_26.csv,1948,553,9283
exp_random_26.csv,942,534,2005
exp_random_26.csv,3816,285,6121
exp_random_26.csv,4017,1423,934
exp_random_26.csv,12034,1816,351
exp_random_26.csv,5616,1066,667
exp_random_26.csv,1481,243,8355
exp_random_26.csv,6091,1853,30
exp_512_23.csv,2774,6573,512
exp_512_23.csv,9038,2090,512
exp_512_23.csv,4,4,4
exp_512_23.csv,1623,1212,512
exp_512_23.csv,1865,3839,512
exp_512_23.csv,3727,2267,512
exp_512_23.csv,5043,3488,512
exp_512_23.csv,14165,1104,512
exp_512_23.csv,1984,1318,512
exp_512_23.csv,352,1853,512
exp_512_23.csv,2522,4131,512
exp_512_23.csv,1697,1918,512
exp_512_23.csv,2013,3875,512
exp_512_23.csv,5290,863,512
exp_512_23.csv,1543,4223,512
exp_512_23.csv,781,6671,512
exp_512_23.csv,9993,1238,512
exp_512_23.csv,3374,4439,512
exp_512_23.csv,277,9441,512
exp_512_23.csv,1298,13552,512
exp_512_23.csv,3352,390,512
exp_512_23.csv,2723,6696,512
exp_512_23.csv,1238,9993,512
exp_512_23.csv,10916,1194,512
exp_512_23.csv,5499,3549,512
exp_512_23.csv,7779,1759,512
exp_512_23.csv,1759,7779,512
exp_512_23.csv,14895,743,512
exp_512_23.csv,890,1469,512
exp_512_23.csv,1287,7585,512
exp_512_23.csv,307,8519,512
exp_512_23.csv,972,6044,512
exp_512_23.csv,5523,3533,512
exp_512_23.csv,2188,1487,512
exp_512_23.csv,1523,4279,512
exp_512_23.csv,1332,12223,512
exp_512_23.csv,463,2824,512
exp_512_23.csv,3051,4272,512
exp_512_23.csv,1318,1984,512
exp_512_23.csv,366,8891,512
exp_512_23.csv,8248,1974,512
exp_512_23.csv,4737,822,512
exp_512_23.csv,12406,1573,512
exp_512_23.csv,3018,4743,512
exp_512_23.csv,4681,2507,512
exp_512_23.csv,6422,1520,512
exp_512_23.csv,2136,8843,512
exp_512_23.csv,5453,3103,512
exp_512_23.csv,3103,5453,512
exp_512_23.csv,2,2,2
exp_512_23.csv,1636,5582,512
exp_512_23.csv,2038,3827,512
exp_512_23.csv,9844,1192,512
exp_512_23.csv,1183,12101,512
exp_512_23.csv,390,3352,512
exp_512_23.csv,2824,463,512
exp_512_23.csv,3839,1865,512
exp_512_23.csv,8519,307,512
exp_512_23.csv,1422,4132,512
exp_512_23.csv,6044,972,512
exp_512_23.csv,1535,11459,512
exp_512_23.csv,14058,277,512
exp_512_23.csv,3466,1695,512
exp_512_23.csv,3,3,3
exp_512_23.csv,1695,3466,512
exp_512_23.csv,1104,14165,512
exp_512_23.csv,3455,1127,512
exp_512_23.csv,743,14895,512
exp_512_23.csv,8891,366,512
exp_512_23.csv,4979,2875,512
exp_512_23.csv,1520,6422,512
exp_512_23.csv,13506,1350,512
exp_512_23.csv,5249,1486,512
exp_512_23.csv,270,2415,512
exp_512_23.csv,5040,1937,512
exp_512_23.csv,4743,3018,512
exp_512_23.csv,4227,2618,512
exp_512_23.csv,863,5290,512
exp_512_23.csv,5044,2453,512
exp_512_23.csv,1701,4209,512
exp_512_23.csv,4223,1543,512
exp_512_23.csv,4018,3406,512
exp_512_23.csv,1469,890,512
exp_512_23.csv,2399,5157,512
exp_512_23.csv,4979,395,512
exp_512_23.csv,2048,2048,2048
exp_512_23.csv,2912,1568,512
exp_512_23.csv,3868,2361,512
exp_512_23.csv,8891,1759,512
exp_512_23.csv,7585,1287,512
exp_512_23.csv,4619,2396,512
exp_512_23.csv,11459,1535,512
exp_512_23.csv,395,4979,512
exp_512_23.csv,4055,2569,512
exp_512_23.csv,4132,1422,512
exp_512_23.csv,3549,5499,512
exp_512_23.csv,2481,1840,512
exp_512_23.csv,4272,3051,512
exp_512_23.csv,2415,270,512
exp_512_23.csv,14309,728,512
exp_512_23.csv,1265,4119,512
exp_512_23.csv,2507,4681,512
exp_512_23.csv,3020,5391,512
exp_512_23.csv,8534,990,512
exp_512_23.csv,4119,1265,512
exp_512_23.csv,2618,4227,512
exp_512_23.csv,4209,1701,512
exp_512_23.csv,1192,9844,512
exp_512_23.csv,4089,2233,512
exp_512_23.csv,14686,799,512
exp_512_23.csv,12101,1183,512
exp_512_23.csv,5391,3020,512
exp_512_23.csv,6696,2723,512
exp_512_23.csv,799,14686,512
exp_512_23.csv,1,1,1
exp_512_23.csv,13552,1298,512
exp_512_23.csv,4131,2522,512
exp_512_23.csv,3236,2014,512
exp_512_23.csv,2864,5908,512
exp_512_23.csv,2386,6277,512
exp_512_23.csv,8843,2136,512
exp_512_23.csv,3678,4072,512
exp_512_23.csv,3533,5523,512
exp_512_23.csv,7973,2122,512
exp_512_23.csv,1937,5040,512
exp_512_23.csv,2267,3727,512
exp_512_23.csv,10188,1854,512
exp_512_23.csv,728,14309,512
exp_512_23.csv,5157,2399,512
exp_512_23.csv,2396,4619,512
exp_512_23.csv,3827,2038,512
exp_512_23.csv,1854,10188,512
exp_512_23.csv,5908,2864,512
exp_512_23.csv,6194,1364,512
exp_512_23.csv,6671,781,512
exp_512_23.csv,2014,3236,512
exp_512_23.csv,4151,3767,512
exp_512_23.csv,3368,2126,512
exp_512_23.csv,2453,5044,512
exp_512_23.csv,277,14058,512
exp_512_23.csv,6277,2386,512
exp_512_23.csv,2569,4055,512
exp_512_23.csv,1759,8891,512
exp_512_23.csv,3488,5043,512
exp_512_23.csv,5582,1636,512
exp_512_23.csv,1127,3455,512
exp_512_23.csv,990,8534,512
exp_512_23.csv,2090,9038,512
exp_512_23.csv,1840,2481,512
exp_512_23.csv,1487,2188,512
exp_512_23.csv,552,3563,512
exp_512_23.csv,1974,8248,512
exp_512_23.csv,4072,3678,512
exp_512_23.csv,2875,4979,512
exp_512_23.csv,1371,3800,512
exp_512_23.csv,12223,1332,512
exp_512_23.csv,6573,2774,512
exp_512_23.csv,822,4737,512
exp_512_23.csv,9441,277,512
exp_512_23.csv,3563,552,512
exp_512_23.csv,2233,4089,512
exp_512_23.csv,2892,4507,512
exp_512_23.csv,3800,1371,512
exp_512_23.csv,1418,9650,512
exp_512_23.csv,4507,2892,512
exp_512_23.csv,1364,6194,512
exp_512_23.csv,1918,1697,512
exp_512_23.csv,1212,1623,512
exp_512_23.csv,1194,10916,512
exp_512_23.csv,1573,12406,512
exp_512_23.csv,4439,3374,512
exp_512_23.csv,2361,3868,512
exp_512_23.csv,1568,2912,512
exp_512_23.csv,1486,5249,512
exp_512_23.csv,1350,13506,512
exp_512_23.csv,2122,7973,512
exp_512_23.csv,3767,4151,512
exp_512_23.csv,3875,2013,512
exp_512_23.csv,2126,3368,512
exp_512_23.csv,4279,1523,512
exp_512_23.csv,1853,352,512
exp_512_23.csv,423,1542,512
exp_512_23.csv,3406,4018,512
exp_512_23.csv,9650,1418,512
exp_512_23.csv,1542,423,512
exp_128_13.csv,1697,15386,128
exp_128_13.csv,15137,2410,128
exp_128_13.csv,6133,7225,128
exp_128_13.csv,5983,6951,128
exp_128_13.csv,6087,3856,128
exp_128_13.csv,2552,2018,128
exp_128_13.csv,7271,9320,128
exp_128_13.csv,6293,9922,128
exp_128_13.csv,7023,8150,128
exp_128_13.csv,9922,6293,128
exp_128_13.csv,13153,3558,128
exp_128_13.csv,8951,5536,128
exp_128_13.csv,7864,6615,128
exp_128_13.csv,3681,2133,128
exp_128_13.csv,2544,11277,128
exp_128_13.csv,3376,6953,128
exp_128_13.csv,6808,9172,128
exp_128_13.csv,2018,2552,128
exp_128_13.csv,10739,6064,128
exp_128_13.csv,7226,7567,128
exp_128_13.csv,12047,4751,128
exp_128_13.csv,6227,7957,128
exp_128_13.csv,6160,7597,128
exp_128_13.csv,2410,15137,128
exp_128_13.csv,2272,14920,128
exp_128_13.csv,11159,3727,128
exp_128_13.csv,2539,1005,128
exp_128_13.csv,7312,6060,128
exp_128_13.csv,1005,2539,128
exp_128_13.csv,14305,2728,128
exp_128_13.csv,8124,8653,128
exp_128_13.csv,9172,6808,128
exp_128_13.csv,8401,3108,128
exp_128_13.csv,4220,12956,128
exp_128_13.csv,12270,2973,128
exp_128_13.csv,4585,11925,128
exp_128_13.csv,5197,12531,128
exp_128_13.csv,3558,13153,128
exp_128_13.csv,1,1,1
exp_128_13.csv,8021,2270,128
exp_128_13.csv,5893,8828,128
exp_128_13.csv,7305,7835,128
exp_128_13.csv,7636,1697,128
exp_128_13.csv,12360,4009,128
exp_128_13.csv,8304,9095,128
exp_128_13.csv,1343,1900,128
exp_128_13.csv,3554,5123,128
exp_128_13.csv,4090,14651,128
exp_128_13.csv,6118,5098,128
exp_128_13.csv,1397,14867,128
exp_128_13.csv,6953,3376,128
exp_128_13.csv,2726,4754,128
exp_128_13.csv,4009,12360,128
exp_128_13.csv,11867,5710,128
exp_128_13.csv,8845,3526,128
exp_128_13.csv,12649,5558,128
exp_128_13.csv,5475,6191,128
exp_128_13.csv,3809,7532,128
exp_128_13.csv,2,2,2
exp_128_13.csv,2133,3681,128
exp_128_13.csv,4292,13962,128
exp_128_13.csv,11445,6378,128
exp_128_13.csv,8329,6246,128
exp_128_13.csv,1900,1343,128
exp_128_13.csv,7597,6160,128
exp_128_13.csv,5195,3998,128
exp_128_13.csv,8037,7769,128
exp_128_13.csv,2601,5987,128
exp_128_13.csv,9243,4222,128
exp_128_13.csv,14920,2272,128
exp_128_13.csv,6248,12088,128
exp_128_13.csv,13962,4292,128
exp_128_13.csv,14867,1397,128
exp_128_13.csv,9095,8304,128
exp_128_13.csv,7719,7763,128
exp_128_13.csv,4222,9243,128
exp_128_13.csv,2698,3845,128
exp_128_13.csv,4765,8190,128
exp_128_13.csv,7056,9604,128
exp_128_13.csv,7567,7226,128
exp_128_13.csv,11493,6351,128
exp_128_13.csv,7763,7719,128
exp_128_13.csv,8653,8124,128
exp_128_13.csv,4045,1273,128
exp_128_13.csv,8828,5893,128
exp_128_13.csv,5536,8951,128
exp_128_13.csv,3108,8401,128
exp_128_13.csv,9604,7056,128
exp_128_13.csv,5987,2601,128
exp_128_13.csv,6060,7312,128
exp_128_13.csv,8158,9258,128
exp_128_13.csv,7058,11059,128
exp_128_13.csv,6520,7178,128
exp_128_13.csv,1526,5145,128
exp_128_13.csv,6071,2999,128
exp_128_13.csv,2232,1143,128
exp_128_13.csv,5558,12649,128
exp_128_13.csv,1143,2232,128
exp_128_13.csv,9258,8158,128
exp_128_13.csv,12088,6248,128
exp_128_13.csv,7178,6520,128
exp_128_13.csv,11277,2544,128
exp_128_13.csv,7769,8037,128
exp_128_13.csv,15386,1697,128
exp_128_13.csv,7072,3692,128
exp_128_13.csv,7871,5630,128
exp_128_13.csv,15423,5061,128
exp_128_13.csv,3526,8845,128
exp_128_13.csv,7225,6133,128
exp_128_13.csv,7439,4557,128
exp_128_13.csv,10251,7614,128
exp_128_13.csv,10188,7165,128
exp_128_13.csv,8716,2693,128
exp_128_13.csv,11925,4585,128
exp_128_13.csv,5061,15423,128
exp_128_13.csv,11059,7058,128
exp_128_13.csv,2334,4445,128
exp_128_13.csv,4549,3423,128
exp_128_13.csv,821,6272,128
exp_128_13.csv,7957,6227,128
exp_128_13.csv,8688,4787,128
exp_128_13.csv,7226,2874,128
exp_128_13.csv,3423,4549,128
exp_128_13.csv,2040,14063,128
exp_128_13.csv,7160,5095,128
exp_128_13.csv,4751,12047,128
exp_128_13.csv,1273,4045,128
exp_128_13.csv,7835,7305,128
exp_128_13.csv,4676,2771,128
exp_128_13.csv,2973,12270,128
exp_128_13.csv,2771,4676,128
exp_128_13.csv,5876,5308,128
exp_128_13.csv,6191,5475,128
exp_128_13.csv,4739,3286,128
exp_128_13.csv,14063,2040,128
exp_128_13.csv,2693,8716,128
exp_128_13.csv,5145,1526,128
exp_128_13.csv,6246,8329,128
exp_128_13.csv,5710,11867,128
exp_128_13.csv,5123,3554,128
exp_128_13.csv,4754,2726,128
exp_128_13.csv,4,4,4
exp_128_13.csv,3692,7072,128
exp_128_13.csv,6272,821,128
exp_128_13.csv,9334,7532,128
exp_128_13.csv,6351,11493,128
exp_128_13.csv,4445,2334,128
exp_128_13.csv,5098,6118,128
exp_128_13.csv,2874,7226,128
exp_128_13.csv,6064,10739,128
exp_128_13.csv,3,3,3
exp_128_13.csv,3727,11159,128
exp_128_13.csv,7532,3809,128
exp_128_13.csv,7165,10188,128
exp_128_13.csv,1697,7636,128
exp_128_13.csv,5308,5876,128
exp_128_13.csv,11008,5916,128
exp_128_13.csv,4557,7439,128
exp_128_13.csv,14651,4090,128
exp_128_13.csv,7532,9334,128
exp_128_13.csv,2693,3852,128
exp_128_13.csv,5095,7160,128
exp_128_13.csv,8190,4765,128
exp_128_13.csv,12956,4220,128
exp_128_13.csv,2048,2048,2048
exp_128_13.csv,6951,5983,128
exp_128_13.csv,8150,7023,128
exp_128_13.csv,4130,1901,128
exp_128_13.csv,5630,7871,128
exp_128_13.csv,2270,8021,128
exp_128_13.csv,3286,4739,128
exp_128_13.csv,3852,2693,128
exp_128_13.csv,6615,7864,128
exp_128_13.csv,2999,6071,128
exp_128_13.csv,3998,5195,128
exp_128_13.csv,3856,6087,128
exp_128_13.csv,9320,7271,128
exp_128_13.csv,7614,10251,128
exp_128_13.csv,5916,11008,128
exp_128_13.csv,3845,2698,128
exp_128_13.csv,12531,5197,128
exp_128_13.csv,6378,11445,128
exp_128_13.csv,4787,8688,128
exp_128_13.csv,1901,4130,128
exp_128_13.csv,2728,14305,128
exp_shuffled_22.csv,2276,15434,256
exp_shuffled_22.csv,2860,8647,256
exp_shuffled_22.csv,3628,5021,128
exp_shuffled_22.csv,8647,2860,256
exp_shuffled_22.csv,6006,4554,256
exp_shuffled_22.csv,6502,4811,256
exp_shuffled_22.csv,2289,11381,128
exp_shuffled_22.csv,4721,7182,128
exp_shuffled_22.csv,1032,1880,512
exp_shuffled_22.csv,10365,3518,128
exp_shuffled_22.csv,11415,3872,128
exp_shuffled_22.csv,6245,729,512
exp_shuffled_22.csv,177,7386,512
exp_shuffled_22.csv,3189,1213,256
exp_shuffled_22.csv,4594,2975,512
exp_shuffled_22.csv,15033,1039,512
exp_shuffled_22.csv,12270,4463,128
exp_shuffled_22.csv,1440,8155,256
exp_shuffled_22.csv,13792,5282,128
exp_shuffled_22.csv,4112,5384,256
exp_shuffled_22.csv,4227,3714,128
exp_shuffled_22.csv,3052,3627,512
exp_shuffled_22.csv,4865,5356,256
exp_shuffled_22.csv,3320,4310,256
exp_shuffled_22.csv,4859,13389,128
exp_shuffled_22.csv,11983,216,256
exp_shuffled_22.csv,3631,3406,512
exp_shuffled_22.csv,4590,3831,512
exp_shuffled_22.csv,4346,903,512
exp_shuffled_22.csv,8398,4650,256
exp_shuffled_22.csv,1832,5657,128
exp_shuffled_22.csv,5405,2288,512
exp_shuffled_22.csv,5554,7031,256
exp_shuffled_22.csv,9097,8587,128
exp_shuffled_22.csv,9208,5374,128
exp_shuffled_22.csv,3202,4878,512
exp_shuffled_22.csv,3607,6856,256
exp_shuffled_22.csv,4,4,4
exp_shuffled_22.csv,4514,5771,128
exp_shuffled_22.csv,8403,467,512
exp_shuffled_22.csv,1520,6857,512
exp_shuffled_22.csv,9096,4589,128
exp_shuffled_22.csv,7612,4277,256
exp_shuffled_22.csv,4003,7147,256
exp_shuffled_22.csv,5223,9983,128
exp_shuffled_22.csv,2254,1716,256
exp_shuffled_22.csv,13029,598,256
exp_shuffled_22.csv,1209,6508,128
exp_shuffled_22.csv,8193,4453,256
exp_shuffled_22.csv,7551,7589,128
exp_shuffled_22.csv,1240,9470,256
exp_shuffled_22.csv,2908,889,128
exp_shuffled_22.csv,2654,501,256
exp_shuffled_22.csv,14833,1406,256
exp_shuffled_22.csv,1880,1032,512
exp_shuffled_22.csv,4058,8991,256
exp_shuffled_22.csv,8104,2249,512
exp_shuffled_22.csv,1,1,1
exp_shuffled_22.csv,3215,4654,512
exp_shuffled_22.csv,6972,10840,128
exp_shuffled_22.csv,7636,1702,256
exp_shuffled_22.csv,1408,3709,512
exp_shuffled_22.csv,2648,2444,256
exp_shuffled_22.csv,1586,14774,128
exp_shuffled_22.csv,5374,9208,128
exp_shuffled_22.csv,2125,14721,256
exp_shuffled_22.csv,2048,2048,2048
exp_shuffled_22.csv,5590,3960,256
exp_shuffled_22.csv,3285,3173,512
exp_shuffled_22.csv,12796,5084,128
exp_shuffled_22.csv,8821,7089,128
exp_shuffled_22.csv,2940,1776,512
exp_shuffled_22.csv,10013,2340,128
exp_shuffled_22.csv,14721,2125,256
exp_shuffled_22.csv,11811,3196,256
exp_shuffled_22.csv,4308,4228,128
exp_shuffled_22.csv,2812,2302,256
exp_shuffled_22.csv,3873,7387,256
exp_shuffled_22.csv,3156,11560,256
exp_shuffled_22.csv,11829,717,512
exp_shuffled_22.csv,3697,1939,512
exp_shuffled_22.csv,3730,3148,256
exp_shuffled_22.csv,5814,10299,128
exp_shuffled_22.csv,1554,12570,256
exp_shuffled_22.csv,1816,3947,512
exp_shuffled_22.csv,3430,4172,256
exp_shuffled_22.csv,1725,1883,512
exp_shuffled_22.csv,5630,6476,128
exp_shuffled_22.csv,8062,5482,128
exp_shuffled_22.csv,9069,2304,128
exp_shuffled_22.csv,6190,2521,256
exp_shuffled_22.csv,889,2908,128
exp_shuffled_22.csv,3,3,3
exp_shuffled_22.csv,4831,4849,256
exp_shuffled_22.csv,3665,3196,512
exp_shuffled_22.csv,9129,1783,512
exp_shuffled_22.csv,5938,6357,256
exp_shuffled_22.csv,1086,2393,512
exp_shuffled_22.csv,8492,3369,256
exp_shuffled_22.csv,1015,658,512
exp_shuffled_22.csv,5280,7149,256
exp_shuffled_22.csv,3706,7380,256
exp_shuffled_22.csv,4445,7610,256
exp_shuffled_22.csv,3664,4617,256
exp_shuffled_22.csv,9309,1403,128
exp_shuffled_22.csv,10109,2067,128
exp_shuffled_22.csv,5351,3286,512
exp_shuffled_22.csv,11409,6165,128
exp_shuffled_22.csv,5858,2111,512
exp_shuffled_22.csv,1316,2469,512
exp_shuffled_22.csv,4187,2644,512
exp_shuffled_22.csv,3729,9093,128
exp_shuffled_22.csv,10840,6972,128
exp_shuffled_22.csv,1326,8832,512
exp_shuffled_22.csv,2263,8044,256
exp_shuffled_22.csv,2249,8104,512
exp_shuffled_22.csv,317,6121,512
exp_shuffled_22.csv,3370,3860,512
exp_shuffled_22.csv,14343,5446,128
exp_shuffled_22.csv,14169,3680,128
exp_shuffled_22.csv,910,8562,256
exp_shuffled_22.csv,6476,5630,128
exp_shuffled_22.csv,6209,3359,256
exp_shuffled_22.csv,3627,3052,512
exp_shuffled_22.csv,6096,2986,256
exp_shuffled_22.csv,5265,12848,128
exp_shuffled_22.csv,5109,1787,256
exp_shuffled_22.csv,4995,2602,256
exp_shuffled_22.csv,6591,1777,512
exp_shuffled_22.csv,2304,9069,128
exp_shuffled_22.csv,13916,278,256
exp_shuffled_22.csv,4821,3776,256
exp_shuffled_22.csv,13850,5640,128
exp_shuffled_22.csv,15095,2928,128
exp_shuffled_22.csv,12090,5381,128
exp_shuffled_22.csv,5771,4514,128
exp_shuffled_22.csv,7387,3873,256
exp_shuffled_22.csv,8694,1795,256
exp_shuffled_22.csv,903,4346,512
exp_shuffled_22.csv,7089,8821,128
exp_shuffled_22.csv,5668,4597,256
exp_shuffled_22.csv,15434,2276,256
exp_shuffled_22.csv,216,11983,256
exp_shuffled_22.csv,3776,1556,512
exp_shuffled_22.csv,9669,3507,128
exp_shuffled_22.csv,4118,4111,512
exp_shuffled_22.csv,1690,11173,512
exp_shuffled_22.csv,4228,4308,128
exp_shuffled_22.csv,960,1362,512
exp_shuffled_22.csv,352,1897,512
exp_shuffled_22.csv,3597,5067,512
exp_shuffled_22.csv,6292,7440,128
exp_shuffled_22.csv,7610,4445,256
exp_shuffled_22.csv,5902,2868,512
exp_shuffled_22.csv,11612,2695,128
exp_shuffled_22.csv,14555,939,512
exp_shuffled_22.csv,11982,4130,128
exp_shuffled_22.csv,3030,15449,128
exp_shuffled_22.csv,8155,1440,256
exp_shuffled_22.csv,12730,3279,128
exp_shuffled_22.csv,4132,3799,128
exp_shuffled_22.csv,1245,15166,512
exp_shuffled_22.csv,2495,6781,256
exp_shuffled_22.csv,13389,4859,128
exp_shuffled_22.csv,2602,4995,256
exp_shuffled_22.csv,689,9394,256
exp_shuffled_22.csv,2312,7318,256
exp_shuffled_22.csv,6087,5349,256
exp_shuffled_22.csv,702,3687,256
exp_shuffled_22.csv,1803,2896,512
exp_shuffled_22.csv,7048,4440,128
exp_shuffled_22.csv,9026,8373,128
exp_shuffled_22.csv,278,13916,256
exp_shuffled_22.csv,7578,3438,128
exp_shuffled_22.csv,1741,1493,512
exp_shuffled_22.csv,15166,1245,512
exp_shuffled_22.csv,9363,3341,256
exp_shuffled_22.csv,1310,14912,256
exp_shuffled_22.csv,3146,5174,512
exp_shuffled_22.csv,10299,5814,128
exp_shuffled_22.csv,8205,8572,128
exp_random_14.csv,1362,8843,442
exp_random_14.csv,4396,755,2511
exp_random_14.csv,5667,215,824
exp_random_14.csv,888,1196,945
exp_random_14.csv,1231,1336,201
exp_random_14.csv,625,3194,3674
exp_random_14.csv,3194,625,3674
exp_random_14.csv,872,6648,1321
exp_random_14.csv,2228,4956,181
exp_random_14.csv,3563,934,1104
exp_random_14.csv,7248,1224,789
exp_random_14.csv,615,8096,1538
exp_random_14.csv,3761,892,1990
exp_random_14.csv,3921,1606,1428
exp_random_14.csv,2537,1838,1928
exp_random_14.csv,4902,173,1565
exp_random_14.csv,1349,2332,1481
exp_random_14.csv,669,2840,1227
exp_random_14.csv,12035,247,1236
exp_random_14.csv,1673,248,10422
exp_random_14.csv,1224,7248,789
exp_random_14.csv,3461,2864,606
exp_random_14.csv,2068,1022,3470
exp_random_14.csv,3555,913,1539
exp_random_14.csv,1323,2175,810
exp_random_14.csv,422,15003,896
exp_random_14.csv,10949,593,666
exp_random_14.csv,1687,1917,1958
exp_random_14.csv,215,824,5667
exp_random_14.csv,1081,1187,6750
exp_random_14.csv,4768,1634,1241
exp_random_14.csv,5052,364,365
exp_random_14.csv,201,1231,1336
exp_random_14.csv,1913,418,9171
exp_random_14.csv,3761,1990,892
exp_random_14.csv,1838,2537,1928
exp_random_14.csv,802,5120,1626
exp_random_14.csv,1527,9126,670
exp_random_14.csv,2638,177,708
exp_random_14.csv,913,1539,3555
exp_random_14.csv,3157,468,1802
exp_random_14.csv,1586,1146,5137
exp_random_14.csv,256,3985,658
exp_random_14.csv,5159,603,1181
exp_random_14.csv,1606,3921,1428
exp_random_14.csv,2068,3470,1022
exp_random_14.csv,445,1433,9420
exp_random_14.csv,1140,2937,2987
exp_random_14.csv,266,12638,2377
exp_random_14.csv,12638,266,2377
exp_random_14.csv,1181,5159,603
exp_random_14.csv,653,727,8416
exp_random_14.csv,961,444,6240
exp_random_14.csv,1935,2351,1024
exp_random_14.csv,911,3912,2242
exp_random_14.csv,6648,872,1321
exp_random_14.csv,599,1113,7494
exp_random_14.csv,1323,810,2175
exp_random_14.csv,4956,181,2228
exp_random_14.csv,3120,1351,553
exp_random_14.csv,247,12472,1297
exp_random_14.csv,4643,891,1287
exp_random_14.csv,2008,1104,3760
exp_random_14.csv,1321,6648,872
exp_random_14.csv,593,10949,666
exp_random_14.csv,644,3698,1396
exp_random_14.csv,418,1913,9171
exp_random_14.csv,3674,625,3194
exp_random_14.csv,1673,10422,248
exp_random_14.csv,1764,2415,2192
exp_random_14.csv,13266,881,370
exp_random_14.csv,892,3761,1990
exp_random_14.csv,644,1396,3698
exp_random_14.csv,2,2,2
exp_random_14.csv,6240,444,961
exp_random_14.csv,553,3120,1351
exp_random_14.csv,8843,1362,442
exp_random_14.csv,708,177,2638
exp_random_14.csv,653,8416,727
exp_random_14.csv,539,6110,403
exp_random_14.csv,824,1188,6468
exp_random_14.csv,422,896,15003
exp_random_14.csv,2761,76,7954
exp_random_14.csv,15138,433,966
exp_random_14.csv,3698,644,1396
exp_random_14.csv,2332,1349,1481
exp_random_14.csv,1758,1812,1781
exp_random_14.csv,382,2246,1945
exp_random_14.csv,1917,1687,1958
exp_random_14.csv,896,15003,422
exp_random_14.csv,625,3674,3194
exp_random_14.csv,1087,1445,3824
exp_random_14.csv,1781,1758,1812
exp_random_14.csv,3215,562,2765
exp_random_14.csv,1453,5073,451
exp_random_14.csv,2258,3053,1451
exp_random_14.csv,3053,2258,1451
exp_random_14.csv,1776,2505,2021
exp_random_14.csv,1274,5363,440
exp_random_14.csv,615,1538,8096
exp_random_14.csv,12472,247,1297
exp_random_14.csv,755,4396,2511
exp_random_14.csv,201,1336,1231
exp_random_14.csv,920,1884,963
exp_random_14.csv,802,1626,5120
exp_random_14.csv,810,1323,2175
exp_random_14.csv,490,2716,5754
exp_random_14.csv,881,13266,370
exp_random_14.csv,913,3555,1539
exp_random_14.csv,1,1,1
exp_random_14.csv,1104,3760,2008
exp_random_14.csv,1015,587,13988
exp_random_14.csv,1563,8099,553
exp_random_14.csv,1422,549,2560
exp_random_14.csv,1539,3555,913
exp_random_14.csv,256,658,3985
exp_random_14.csv,10949,666,593
exp_random_14.csv,250,14859,895
exp_random_14.csv,896,422,15003
exp_random_14.csv,442,1362,8843
exp_random_14.csv,603,1181,5159
exp_random_14.csv,3760,2008,1104
exp_random_14.csv,13466,1380,430
exp_random_14.csv,248,1673,10422
exp_random_14.csv,1336,201,1231
exp_random_14.csv,215,5667,824
exp_random_14.csv,881,370,13266
exp_random_14.csv,1380,430,13466
exp_random_14.csv,75,700,12785
exp_random_14.csv,13988,587,1015
exp_random_14.csv,7954,2761,76
exp_random_14.csv,669,1227,2840
exp_random_14.csv,1335,1763,1131
exp_random_14.csv,8416,727,653
exp_random_14.csv,12472,1297,247
exp_random_14.csv,708,2638,177
exp_random_14.csv,1024,7525,1124
exp_random_14.csv,9420,1433,445
exp_random_14.csv,5137,1146,1586
exp_random_14.csv,4551,4862,452
exp_random_14.csv,173,1565,4902
exp_random_14.csv,2246,382,1945
exp_random_14.csv,75,12785,700
exp_random_14.csv,1772,319,11811
exp_random_14.csv,4902,1565,173
exp_random_14.csv,696,5904,323
exp_random_14.csv,1113,599,7494
exp_random_14.csv,234,7238,2359
exp_random_14.csv,599,7494,1113
exp_random_14.csv,963,1884,920
exp_random_14.csv,1422,2560,549
exp_random_14.csv,1362,442,8843
exp_random_14.csv,13988,1015,587
exp_random_14.csv,364,5052,365
exp_random_14.csv,5120,1626,802
exp_random_14.csv,2242,3912,911
exp_random_14.csv,1185,6045,1209
exp_random_14.csv,553,8099,1563
exp_random_14.csv,444,961,6240
exp_random_14.csv,727,8416,653
exp_random_14.csv,1236,247,12035
exp_random_14.csv,8099,553,1563
exp_random_14.csv,4607,1144,884
exp_random_14.csv,370,881,13266
exp_random_14.csv,5159,1181,603
exp_random_14.csv,433,966,15138
exp_random_14.csv,228,1764,2496
exp_random_14.csv,15138,966,433
exp_random_14.csv,248,10422,1673
exp_random_14.csv,177,708,2638
exp_random_14.csv,7238,2359,234
exp_random_14.csv,4607,884,1144
exp_random_14.csv,382,1945,2246
exp_random_14.csv,9126,670,1527
exp_random_14.csv,1124,1024,7525
exp_random_14.csv,3430,3468,168
exp_random_14.csv,3157,1802,468
exp_random_14.csv,1104,2008,3760
exp_random_14.csv,6045,1185,1209
exp_random_14.csv,4396,2511,755
exp_random_14.csv,1188,6468,824
exp_random_14.csv,772,1327,9437
exp_random_14.csv,421,5566,1283
exp_random_14.csv,3895,1755,1024
