expfile,m,n,k
exp_dgemm_uniform-product_7.csv,1829,9525,410
exp_dgemm_uniform-product_7.csv,1209,5438,739
exp_dgemm_uniform-product_7.csv,1826,2851,125
exp_dgemm_uniform-product_7.csv,455,732,503
exp_dgemm_uniform-product_7.csv,5888,6237,253
exp_dgemm_uniform-product_7.csv,489,1509,631
exp_dgemm_uniform-product_7.csv,1715,2674,1817
exp_dgemm_uniform-product_7.csv,1098,7111,857
exp_dgemm_uniform-product_7.csv,3026,3545,889
exp_dgemm_uniform-product_7.csv,1081,1758,971
exp_dgemm_uniform-product_7.csv,481,4247,1077
exp_dgemm_uniform-product_7.csv,1526,5646,885
exp_dgemm_uniform-product_7.csv,857,859,309
exp_dgemm_uniform-product_7.csv,2552,6843,418
exp_dgemm_uniform-product_7.csv,795,5493,833
exp_dgemm_uniform-product_7.csv,618,1259,66
exp_dgemm_uniform-product_7.csv,2503,4805,446
exp_dgemm_uniform-product_7.csv,690,8284,754
exp_dgemm_uniform-product_7.csv,1026,1148,1015
exp_dgemm_uniform-product_7.csv,1408,8261,692
exp_dgemm_uniform-product_7.csv,3273,5493,554
exp_dgemm_uniform-product_7.csv,804,7791,1554
exp_dgemm_uniform-product_7.csv,1047,1664,1301
exp_dgemm_uniform-product_7.csv,478,1324,664
exp_dgemm_uniform-product_7.csv,1375,2381,133
exp_dgemm_uniform-product_7.csv,5017,8499,80
exp_dgemm_uniform-product_7.csv,1452,2298,994
exp_dgemm_uniform-product_7.csv,1773,2352,784
exp_dgemm_uniform-product_7.csv,727,4324,777
exp_dgemm_uniform-product_7.csv,2137,2359,1753
exp_dgemm_uniform-product_7.csv,308,7539,835
exp_dgemm_uniform-product_7.csv,916,3555,1592
exp_dgemm_uniform-product_7.csv,607,1253,795
exp_dgemm_uniform-product_7.csv,787,6849,1690
exp_dgemm_uniform-product_7.csv,1600,9132,191
exp_dgemm_uniform-product_7.csv,987,5799,1135
exp_dgemm_uniform-product_7.csv,957,5358,1771
exp_dgemm_uniform-product_7.csv,1543,1946,951
exp_dgemm_uniform-product_7.csv,5205,5763,256
exp_dgemm_uniform-product_7.csv,1410,2628,1811
exp_dgemm_uniform-product_7.csv,1605,2480,555
exp_dgemm_uniform-product_7.csv,982,2282,240
exp_dgemm_uniform-product_7.csv,1175,2476,1362
exp_dgemm_uniform-product_7.csv,2034,2321,515
exp_dgemm_uniform-product_7.csv,780,1884,1160
exp_dgemm_uniform-product_7.csv,456,6119,907
exp_dgemm_uniform-product_7.csv,2071,3187,413
exp_dgemm_uniform-product_7.csv,1379,3462,1167
exp_dgemm_uniform-product_7.csv,737,1488,645
exp_dgemm_uniform-product_7.csv,2085,4040,473
exp_dgemm_uniform-product_7.csv,1272,2112,932
exp_dgemm_uniform-product_7.csv,5510,8626,179
exp_dgemm_uniform-product_7.csv,823,7108,723
exp_dgemm_uniform-product_7.csv,3607,4157,411
exp_dgemm_uniform-product_7.csv,1206,1555,1205
exp_dgemm_uniform-product_7.csv,532,3820,696
exp_dgemm_uniform-product_7.csv,2873,3292,494
exp_dgemm_uniform-product_7.csv,784,7030,1431
exp_dgemm_uniform-product_7.csv,3106,4054,643
exp_dgemm_uniform-product_7.csv,944,4941,1499
exp_dgemm_uniform-product_7.csv,2036,2730,107
exp_dgemm_uniform-product_7.csv,1178,1310,195
exp_dgemm_uniform-product_7.csv,758,1980,309
exp_dgemm_uniform-product_7.csv,888,9070,942
exp_dgemm_uniform-product_7.csv,2130,4061,755
exp_dgemm_uniform-product_7.csv,1149,4905,1205
exp_dgemm_uniform-product_7.csv,1342,3649,1695
exp_dgemm_uniform-product_7.csv,3378,3582,510
exp_dgemm_uniform-product_7.csv,3393,4461,352
exp_dgemm_uniform-product_7.csv,3301,4246,99
exp_dgemm_uniform-product_7.csv,2827,4754,310
exp_dgemm_uniform-product_7.csv,2411,2527,853
exp_dgemm_uniform-product_7.csv,1497,1641,907
exp_dgemm_uniform-product_7.csv,1523,4794,907
exp_dgemm_uniform-product_7.csv,1660,6311,821
exp_dgemm_uniform-product_7.csv,1403,2100,1381
exp_dgemm_uniform-product_7.csv,1652,8380,627
exp_dgemm_uniform-product_7.csv,1455,2996,1005
exp_dgemm_uniform-product_7.csv,1677,6073,85
exp_dgemm_uniform-product_7.csv,4996,670,985
exp_dgemm_uniform-product_7.csv,3386,1118,1449
exp_dgemm_uniform-product_7.csv,1635,387,487
exp_dgemm_uniform-product_7.csv,3158,2676,1149
exp_dgemm_uniform-product_7.csv,1217,482,674
exp_dgemm_uniform-product_7.csv,3498,346,661
exp_dgemm_uniform-product_7.csv,4625,1078,984
exp_dgemm_uniform-product_7.csv,3378,2142,434
exp_dgemm_uniform-product_7.csv,4747,1566,1330
exp_dgemm_uniform-product_7.csv,5888,1638,986
exp_dgemm_uniform-product_7.csv,6748,399,1513
exp_dgemm_uniform-product_7.csv,9525,1829,410
exp_dgemm_uniform-product_7.csv,5438,1209,739
exp_dgemm_uniform-product_7.csv,2851,1826,125
exp_dgemm_uniform-product_7.csv,732,455,503
exp_dgemm_uniform-product_7.csv,6237,5888,253
exp_dgemm_uniform-product_7.csv,1509,489,631
exp_dgemm_uniform-product_7.csv,2674,1715,1817
exp_dgemm_uniform-product_7.csv,7111,1098,857
exp_dgemm_uniform-product_7.csv,3545,3026,889
exp_dgemm_uniform-product_7.csv,1758,1081,971
exp_dgemm_uniform-product_7.csv,4247,481,1077
exp_dgemm_uniform-product_7.csv,5646,1526,885
exp_dgemm_uniform-product_7.csv,859,857,309
exp_dgemm_uniform-product_7.csv,6843,2552,418
exp_dgemm_uniform-product_7.csv,5493,795,833
exp_dgemm_uniform-product_7.csv,1259,618,66
exp_dgemm_uniform-product_7.csv,4805,2503,446
exp_dgemm_uniform-product_7.csv,8284,690,754
exp_dgemm_uniform-product_7.csv,1148,1026,1015
exp_dgemm_uniform-product_7.csv,8261,1408,692
exp_dgemm_uniform-product_7.csv,5493,3273,554
exp_dgemm_uniform-product_7.csv,7791,804,1554
exp_dgemm_uniform-product_7.csv,1664,1047,1301
exp_dgemm_uniform-product_7.csv,1324,478,664
exp_dgemm_uniform-product_7.csv,2381,1375,133
exp_dgemm_uniform-product_7.csv,8499,5017,80
exp_dgemm_uniform-product_7.csv,2298,1452,994
exp_dgemm_uniform-product_7.csv,2352,1773,784
exp_dgemm_uniform-product_7.csv,4324,727,777
exp_dgemm_uniform-product_7.csv,2359,2137,1753
exp_dgemm_uniform-product_7.csv,7539,308,835
exp_dgemm_uniform-product_7.csv,3555,916,1592
exp_dgemm_uniform-product_7.csv,1253,607,795
exp_dgemm_uniform-product_7.csv,6849,787,1690
exp_dgemm_uniform-product_7.csv,9132,1600,191
exp_dgemm_uniform-product_7.csv,5799,987,1135
exp_dgemm_uniform-product_7.csv,5358,957,1771
exp_dgemm_uniform-product_7.csv,1946,1543,951
exp_dgemm_uniform-product_7.csv,5763,5205,256
exp_dgemm_uniform-product_7.csv,2628,1410,1811
exp_dgemm_uniform-product_7.csv,2480,1605,555
exp_dgemm_uniform-product_7.csv,2282,982,240
exp_dgemm_uniform-product_7.csv,2476,1175,1362
exp_dgemm_uniform-product_7.csv,2321,2034,515
exp_dgemm_uniform-product_7.csv,1884,780,1160
exp_dgemm_uniform-product_7.csv,6119,456,907
exp_dgemm_uniform-product_7.csv,3187,2071,413
exp_dgemm_uniform-product_7.csv,3462,1379,1167
exp_dgemm_uniform-product_7.csv,1488,737,645
exp_dgemm_uniform-product_7.csv,4040,2085,473
exp_dgemm_uniform-product_7.csv,2112,1272,932
exp_dgemm_uniform-product_7.csv,8626,5510,179
exp_dgemm_uniform-product_7.csv,7108,823,723
exp_dgemm_uniform-product_7.csv,4157,3607,411
exp_dgemm_uniform-product_7.csv,1555,1206,1205
exp_dgemm_uniform-product_7.csv,3820,532,696
exp_dgemm_uniform-product_7.csv,3292,2873,494
exp_dgemm_uniform-product_7.csv,7030,784,1431
exp_dgemm_uniform-product_7.csv,4054,3106,643
exp_dgemm_uniform-product_7.csv,4941,944,1499
exp_dgemm_uniform-product_7.csv,2730,2036,107
exp_dgemm_uniform-product_7.csv,1310,1178,195
exp_dgemm_uniform-product_7.csv,1980,758,309
exp_dgemm_uniform-product_7.csv,9070,888,942
exp_dgemm_uniform-product_7.csv,4061,2130,755
exp_dgemm_uniform-product_7.csv,4905,1149,1205
exp_dgemm_uniform-product_7.csv,3649,1342,1695
exp_dgemm_uniform-product_7.csv,3582,3378,510
exp_dgemm_uniform-product_7.csv,4461,3393,352
exp_dgemm_uniform-product_7.csv,4246,3301,99
exp_dgemm_uniform-product_7.csv,4754,2827,310
exp_dgemm_uniform-product_7.csv,2527,2411,853
exp_dgemm_uniform-product_7.csv,1641,1497,907
exp_dgemm_uniform-product_7.csv,4794,1523,907
exp_dgemm_uniform-product_7.csv,6311,1660,821
exp_dgemm_uniform-product_7.csv,2100,1403,1381
exp_dgemm_uniform-product_7.csv,8380,1652,627
exp_dgemm_uniform-product_7.csv,2996,1455,1005
exp_dgemm_uniform-product_7.csv,6073,1677,85
exp_dgemm_independent-sizes_6.csv,6063,602,2729
exp_dgemm_independent-sizes_6.csv,1473,623,3217
exp_dgemm_independent-sizes_6.csv,8286,127,7555
exp_dgemm_independent-sizes_6.csv,1194,1127,2054
exp_dgemm_independent-sizes_6.csv,1263,4674,1215
exp_dgemm_independent-sizes_6.csv,7600,140,1196
exp_dgemm_independent-sizes_6.csv,7669,4790,249
exp_dgemm_independent-sizes_6.csv,801,1566,30
exp_dgemm_independent-sizes_6.csv,1175,1833,3965
exp_dgemm_independent-sizes_6.csv,4225,1205,1907
exp_dgemm_independent-sizes_6.csv,4431,4554,481
exp_dgemm_independent-sizes_6.csv,1192,998,2953
exp_dgemm_independent-sizes_6.csv,540,2164,3652
exp_dgemm_independent-sizes_6.csv,1881,369,9461
exp_dgemm_independent-sizes_6.csv,978,1326,6457
exp_dgemm_independent-sizes_6.csv,3328,802,3389
exp_dgemm_independent-sizes_6.csv,7845,2110,132
exp_dgemm_independent-sizes_6.csv,1205,4215,1110
exp_dgemm_independent-sizes_6.csv,1976,481,7493
exp_dgemm_independent-sizes_6.csv,632,9378,616
exp_dgemm_independent-sizes_6.csv,579,9057,398
exp_dgemm_independent-sizes_6.csv,2103,934,4794
exp_dgemm_independent-sizes_6.csv,1448,627,2025
exp_dgemm_independent-sizes_6.csv,538,6835,985
exp_dgemm_independent-sizes_6.csv,4541,2243,557
exp_dgemm_independent-sizes_6.csv,289,2855,7040
exp_dgemm_independent-sizes_6.csv,331,1230,8068
exp_dgemm_independent-sizes_6.csv,1982,1485,2513
exp_dgemm_independent-sizes_6.csv,9306,786,359
exp_dgemm_independent-sizes_6.csv,30,1130,1421
exp_dgemm_independent-sizes_6.csv,6798,1699,379
exp_dgemm_independent-sizes_6.csv,255,487,2086
exp_dgemm_independent-sizes_6.csv,472,851,421
exp_dgemm_independent-sizes_6.csv,461,13,7566
exp_dgemm_independent-sizes_6.csv,2396,920,2978
exp_dgemm_independent-sizes_6.csv,341,7071,1307
exp_dgemm_independent-sizes_6.csv,1610,5935,1
exp_dgemm_independent-sizes_6.csv,2484,1024,1472
exp_dgemm_independent-sizes_6.csv,536,9110,958
exp_dgemm_independent-sizes_6.csv,1969,622,59
exp_dgemm_independent-sizes_6.csv,532,997,3192
exp_dgemm_independent-sizes_6.csv,7211,138,1551
exp_dgemm_independent-sizes_6.csv,4122,188,9018
exp_dgemm_independent-sizes_6.csv,3606,591,1767
exp_dgemm_independent-sizes_6.csv,3895,1643,1313
exp_dgemm_independent-sizes_6.csv,2270,686,1871
exp_dgemm_independent-sizes_6.csv,4341,292,5830
exp_dgemm_independent-sizes_6.csv,9724,350,999
exp_dgemm_independent-sizes_6.csv,84,9179,8495
exp_dgemm_independent-sizes_6.csv,8115,9461,20
exp_dgemm_independent-sizes_6.csv,496,5585,1642
exp_dgemm_independent-sizes_6.csv,1703,949,3532
exp_dgemm_independent-sizes_6.csv,484,3058,3772
exp_dgemm_independent-sizes_6.csv,6555,1740,71
exp_dgemm_independent-sizes_6.csv,4914,349,4286
exp_dgemm_independent-sizes_6.csv,677,8439,148
exp_dgemm_independent-sizes_6.csv,550,5083,688
exp_dgemm_independent-sizes_6.csv,838,4553,254
exp_dgemm_independent-sizes_6.csv,4611,273,6364
exp_dgemm_independent-sizes_6.csv,431,9457,979
exp_dgemm_independent-sizes_6.csv,9110,462,710
exp_dgemm_independent-sizes_6.csv,8495,422,2616
exp_dgemm_independent-sizes_6.csv,2685,871,4217
exp_dgemm_independent-sizes_6.csv,283,7394,1050
exp_dgemm_independent-sizes_6.csv,955,2557,1194
exp_dgemm_independent-sizes_6.csv,2659,131,4050
exp_dgemm_independent-sizes_6.csv,1808,2798,1364
exp_dgemm_independent-sizes_6.csv,1298,1096,2181
exp_dgemm_independent-sizes_6.csv,4651,4522,310
exp_dgemm_independent-sizes_6.csv,5417,102,6160
exp_dgemm_independent-sizes_6.csv,2428,957,2891
exp_dgemm_independent-sizes_6.csv,119,9251,5653
exp_dgemm_independent-sizes_6.csv,2949,257,9061
exp_dgemm_independent-sizes_6.csv,8450,151,2252
exp_dgemm_independent-sizes_6.csv,71,5375,9863
exp_dgemm_independent-sizes_6.csv,6974,342,3060
exp_dgemm_independent-sizes_6.csv,1702,477,6257
exp_dgemm_independent-sizes_6.csv,1870,2972,1014
exp_dgemm_independent-sizes_6.csv,3226,512,539
exp_dgemm_independent-sizes_6.csv,1378,1025,5515
exp_dgemm_independent-sizes_6.csv,13,2105,1031
exp_dgemm_independent-sizes_6.csv,7110,4812,106
exp_dgemm_independent-sizes_6.csv,697,909,3997
exp_dgemm_independent-sizes_6.csv,1696,413,2728
exp_dgemm_independent-sizes_6.csv,2511,3321,596
exp_dgemm_independent-sizes_6.csv,2865,4673,690
exp_dgemm_independent-sizes_6.csv,460,4385,3253
exp_dgemm_independent-sizes_6.csv,70,2916,7674
exp_dgemm_independent-sizes_6.csv,521,2324,3751
exp_dgemm_independent-sizes_6.csv,1906,3967,605
exp_dgemm_independent-sizes_6.csv,682,9724,1194
exp_dgemm_independent-sizes_6.csv,4049,248,7843
exp_dgemm_independent-sizes_6.csv,7651,3666,34
exp_dgemm_independent-sizes_6.csv,4679,2690,100
exp_dgemm_independent-sizes_6.csv,2684,2257,577
exp_dgemm_independent-sizes_6.csv,2273,6133,256
exp_dgemm_independent-sizes_6.csv,2673,299,4237
exp_dgemm_independent-sizes_6.csv,695,6056,367
exp_dgemm_independent-sizes_6.csv,3368,495,5572
exp_dgemm_independent-sizes_6.csv,9845,1287,637
exp_dgemm_independent-sizes_6.csv,1533,1402,3600
exp_dgemm_independent-sizes_6.csv,4337,1378,1003
exp_dgemm_independent-sizes_6.csv,8481,1120,509
exp_dgemm_independent-sizes_6.csv,8292,5318,101
exp_dgemm_independent-sizes_6.csv,296,1051,7308
exp_dgemm_independent-sizes_6.csv,426,9626,1114
exp_dgemm_independent-sizes_6.csv,5820,114,8294
exp_dgemm_independent-sizes_6.csv,9741,244,1873
exp_dgemm_independent-sizes_6.csv,1096,1426,4870
exp_dgemm_independent-sizes_6.csv,5072,465,61
exp_dgemm_independent-sizes_6.csv,4280,247,9027
exp_dgemm_independent-sizes_6.csv,295,8006,638
exp_dgemm_independent-sizes_6.csv,44,4011,2656
exp_dgemm_independent-sizes_6.csv,4716,3130,247
exp_dgemm_independent-sizes_6.csv,199,717,1495
exp_dgemm_independent-sizes_6.csv,4348,2515,469
exp_dgemm_independent-sizes_6.csv,2739,3429,534
exp_dgemm_independent-sizes_6.csv,3696,462,4721
exp_dgemm_independent-sizes_6.csv,1307,2864,44
exp_dgemm_independent-sizes_6.csv,1445,8881,15
exp_dgemm_independent-sizes_6.csv,6963,419,666
exp_dgemm_independent-sizes_6.csv,2867,844,597
exp_dgemm_independent-sizes_6.csv,4357,491,369
exp_dgemm_independent-sizes_6.csv,3912,5253,77
exp_dgemm_independent-sizes_6.csv,1677,195,6436
exp_dgemm_independent-sizes_6.csv,379,9886,456
exp_dgemm_independent-sizes_6.csv,307,1631,3933
exp_dgemm_independent-sizes_6.csv,6805,8843,81
exp_dgemm_independent-sizes_6.csv,798,5157,1824
exp_dgemm_independent-sizes_6.csv,1900,8301,112
exp_dgemm_independent-sizes_6.csv,2213,1276,266
exp_dgemm_independent-sizes_6.csv,555,2670,6188
exp_dgemm_independent-sizes_6.csv,2539,41,2343
exp_dgemm_independent-sizes_6.csv,1214,223,386
exp_dgemm_independent-sizes_6.csv,176,5063,8724
exp_dgemm_independent-sizes_6.csv,311,4426,4735
exp_dgemm_independent-sizes_6.csv,1327,2899,2139
exp_dgemm_independent-sizes_6.csv,969,2599,1546
exp_dgemm_independent-sizes_6.csv,61,8464,8098
exp_dgemm_independent-sizes_6.csv,80,2536,1745
exp_dgemm_independent-sizes_6.csv,475,7015,156
exp_dgemm_independent-sizes_6.csv,1437,827,5362
exp_dgemm_independent-sizes_6.csv,6864,164,2825
exp_dgemm_independent-sizes_6.csv,1471,698,1485
exp_dgemm_independent-sizes_6.csv,7990,1698,606
exp_dgemm_independent-sizes_6.csv,200,2402,9590
exp_dgemm_independent-sizes_6.csv,144,789,183
exp_dgemm_independent-sizes_6.csv,110,6154,3755
exp_dgemm_independent-sizes_6.csv,9269,245,3185
exp_dgemm_independent-sizes_6.csv,3185,181,4713
exp_dgemm_independent-sizes_6.csv,675,1881,6442
exp_dgemm_independent-sizes_6.csv,1720,3428,350
exp_dgemm_independent-sizes_6.csv,8280,149,3271
exp_dgemm_independent-sizes_6.csv,770,1878,4352
exp_dgemm_independent-sizes_6.csv,1320,1752,2055
exp_dgemm_independent-sizes_6.csv,386,7224,2264
exp_dgemm_independent-sizes_6.csv,428,8645,2510
exp_dgemm_independent-sizes_6.csv,6789,3233,135
exp_dgemm_independent-sizes_6.csv,5044,908,741
exp_dgemm_independent-sizes_6.csv,1171,197,8724
exp_dgemm_independent-sizes_6.csv,756,4330,644
exp_dgemm_independent-sizes_6.csv,934,2517,2667
exp_dgemm_independent-sizes_6.csv,2366,3583,293
exp_dgemm_independent-sizes_6.csv,4304,326,5543
exp_dgemm_independent-sizes_6.csv,2530,733,4974
exp_dgemm_independent-sizes_6.csv,805,1588,762
exp_dgemm_independent-sizes_6.csv,1801,1143,690
exp_dgemm_independent-sizes_6.csv,2933,54,4658
exp_dgemm_independent-sizes_6.csv,5291,367,4334
exp_dgemm_independent-sizes_6.csv,337,5075,591
exp_dgemm_independent-sizes_6.csv,3588,9251,279
exp_dgemm_independent-sizes_6.csv,1352,623,3341
exp_dgemm_independent-sizes_6.csv,84,105,419
exp_dgemm_independent-sizes_6.csv,191,4688,6743
exp_dgemm_independent-sizes_6.csv,344,2258,2017
exp_dgemm_independent-sizes_6.csv,5719,110,3030
exp_dgemm_independent-sizes_6.csv,750,8150,1180
exp_dgemm_independent-sizes_6.csv,2761,281,6817
exp_dgemm_independent-sizes_6.csv,1833,8785,214
exp_dgemm_independent-sizes_6.csv,1269,7073,735
exp_dgemm_independent-sizes_6.csv,115,8031,2030
exp_dgemm_independent-sizes_6.csv,298,4296,3781
exp_dgemm_independent-sizes_6.csv,2572,746,1019
exp_dgemm_independent-sizes_6.csv,243,1713,2053
exp_dgemm_independent-sizes_6.csv,8377,3832,155
exp_dgemm_independent-sizes_6.csv,6314,3443,214
exp_dgemm_independent-sizes_6.csv,2395,6128,669
exp_dgemm_independent-sizes_6.csv,7074,477,2562
exp_dgemm_independent-sizes_6.csv,1330,822,3128
exp_dgemm_independent-sizes_6.csv,4164,564,3639
exp_dgemm_independent-sizes_6.csv,8573,16,3600
exp_dgemm_independent-sizes_6.csv,409,580,533
exp_dgemm_independent-sizes_6.csv,6405,3619,51
exp_dgemm_independent-sizes_6.csv,948,987,7074
exp_dgemm_independent-sizes_6.csv,3930,5766,344
exp_dgemm_independent-sizes_6.csv,2361,5825,558
exp_dgemm_independent-sizes_6.csv,746,9562,409
exp_dgemm_independent-sizes_6.csv,3166,2280,680
exp_dgemm_independent-sizes_6.csv,3158,12,5869
exp_dgemm_independent-sizes_6.csv,673,2684,3215
exp_dgemm_independent-sizes_6.csv,5638,4158,225
exp_dgemm_independent-sizes_6.csv,854,4797,2058
exp_dgemm_independent-sizes_6.csv,5147,90,9032
exp_dgemm_independent-sizes_6.csv,5636,671,492
exp_dgemm_independent-sizes_6.csv,3434,888,3132
exp_dgemm_independent-sizes_6.csv,799,3948,1366
exp_dgemm_independent-sizes_6.csv,1129,336,7907
exp_dgemm_independent-sizes_6.csv,588,6952,1556
exp_dgemm_independent-sizes_6.csv,29,7537,2419
exp_dgemm_independent-sizes_6.csv,8186,1254,785
exp_dgemm_independent-sizes_6.csv,2838,5584,440
exp_dgemm_independent-sizes_6.csv,108,5395,5659
exp_dgemm_independent-sizes_6.csv,3556,287,4138
exp_dgemm_independent-sizes_6.csv,790,2144,1485
exp_dgemm_independent-sizes_6.csv,9566,4624,47
exp_dgemm_independent-sizes_6.csv,6722,43,6242
exp_dgemm_independent-sizes_6.csv,7309,3067,97
exp_dgemm_independent-sizes_6.csv,5958,18,2550
exp_dgemm_independent-sizes_6.csv,4894,6905,135
exp_dgemm_independent-sizes_6.csv,9727,121,7717
exp_dgemm_independent-sizes_6.csv,392,4266,4214
exp_dgemm_independent-sizes_6.csv,5558,239,7071
exp_dgemm_independent-sizes_6.csv,1249,1376,2852
exp_dgemm_independent-sizes_6.csv,361,4580,2171
exp_dgemm_independent-sizes_6.csv,648,1645,1261
exp_dgemm_independent-sizes_6.csv,331,536,9012
exp_dgemm_independent-sizes_6.csv,1790,2428,442
exp_dgemm_independent-sizes_6.csv,129,9525,1542
exp_dgemm_independent-sizes_6.csv,6882,2,9052
exp_dgemm_independent-sizes_6.csv,50,9052,8499
exp_dgemm_independent-sizes_6.csv,780,3131,1696
exp_dgemm_independent-sizes_6.csv,3607,924,640
exp_dgemm_independent-sizes_6.csv,3940,6314,241
exp_dgemm_independent-sizes_6.csv,9750,23,9844
exp_dgemm_independent-sizes_6.csv,165,4574,355
exp_dgemm_independent-sizes_6.csv,3947,6963,136
exp_dgemm_independent-sizes_6.csv,4094,12,8806
exp_dgemm_independent-sizes_6.csv,7394,990,417
exp_dgemm_independent-sizes_6.csv,84,7606,6446
exp_dgemm_independent-sizes_6.csv,1718,4416,1031
exp_dgemm_independent-sizes_6.csv,530,999,9253
exp_dgemm_independent-sizes_6.csv,432,3649,3822
exp_dgemm_independent-sizes_6.csv,1962,278,7223
exp_dgemm_independent-sizes_6.csv,6742,314,4550
exp_dgemm_independent-sizes_6.csv,3381,5112,467
exp_dgemm_independent-sizes_6.csv,7861,7815,136
exp_dgemm_independent-sizes_6.csv,2750,275,3368
exp_dgemm_independent-sizes_6.csv,2943,836,1380
exp_dgemm_independent-sizes_6.csv,2093,2701,66
exp_dgemm_independent-sizes_6.csv,117,9446,6720
exp_dgemm_independent-sizes_6.csv,110,4688,733
exp_dgemm_independent-sizes_6.csv,130,441,7537
exp_dgemm_independent-sizes_6.csv,1718,6554,786
exp_dgemm_independent-sizes_6.csv,294,6584,4770
exp_dgemm_independent-sizes_6.csv,3280,188,639
exp_dgemm_independent-sizes_6.csv,107,6503,7224
exp_dgemm_independent-sizes_6.csv,544,127,6197
exp_dgemm_independent-sizes_6.csv,7281,248,3589
exp_dgemm_independent-sizes_6.csv,2124,273,844
exp_dgemm_independent-sizes_6.csv,2670,9587,232
exp_dgemm_independent-sizes_6.csv,2977,740,3697
exp_dgemm_independent-sizes_6.csv,3369,3445,484
exp_dgemm_independent-sizes_6.csv,9906,956,195
exp_dgemm_independent-sizes_6.csv,6860,78,4036
exp_dgemm_independent-sizes_6.csv,4660,557,3269
exp_dgemm_independent-sizes_6.csv,3812,4010,181
exp_dgemm_independent-sizes_6.csv,1322,4279,223
exp_dgemm_independent-sizes_6.csv,6344,1500,745
exp_dgemm_independent-sizes_6.csv,394,3309,1203
exp_dgemm_independent-sizes_6.csv,2190,16,9271
exp_dgemm_independent-sizes_6.csv,1398,1818,1177
exp_dgemm_independent-sizes_6.csv,3591,80,2939
exp_dgemm_independent-sizes_6.csv,513,1320,3704
exp_dgemm_independent-sizes_6.csv,74,2291,1664
exp_dgemm_independent-sizes_6.csv,8300,3708,262
exp_dgemm_independent-sizes_6.csv,1762,923,5796
exp_dgemm_independent-sizes_6.csv,4604,273,1285
exp_dgemm_independent-sizes_6.csv,5,9472,248
exp_dgemm_independent-sizes_6.csv,872,2767,3372
exp_dgemm_independent-sizes_6.csv,5018,12,7728
exp_dgemm_independent-sizes_6.csv,6134,995,825
exp_dgemm_independent-sizes_6.csv,1023,702,5541
exp_dgemm_independent-sizes_6.csv,4610,434,3897
exp_dgemm_independent-sizes_6.csv,2010,502,2285
exp_dgemm_independent-sizes_6.csv,3301,270,3315
exp_dgemm_independent-sizes_6.csv,3221,1623,201
exp_dgemm_independent-sizes_6.csv,2378,3175,470
exp_dgemm_independent-sizes_6.csv,44,7638,726
exp_dgemm_independent-sizes_6.csv,8897,4526,81
exp_dgemm_independent-sizes_6.csv,652,3983,3248
exp_dgemm_independent-sizes_6.csv,938,2832,63
exp_dgemm_independent-sizes_6.csv,2451,8415,31
exp_dgemm_independent-sizes_6.csv,684,157,9713
exp_dgemm_independent-sizes_6.csv,138,5877,2787
exp_dgemm_independent-sizes_6.csv,650,8462,814
exp_dgemm_independent-sizes_6.csv,7297,362,183
exp_dgemm_independent-sizes_6.csv,1513,801,7077
exp_dgemm_independent-sizes_6.csv,1182,6492,139
exp_dgemm_independent-sizes_6.csv,607,7641,983
exp_dgemm_independent-sizes_6.csv,2984,181,2638
exp_dgemm_independent-sizes_6.csv,2222,2879,1375
exp_dgemm_independent-sizes_6.csv,1503,1473,3664
exp_dgemm_independent-sizes_6.csv,133,9924,2081
exp_dgemm_independent-sizes_6.csv,3211,235,904
exp_dgemm_independent-sizes_6.csv,445,160,2672
exp_dgemm_independent-sizes_6.csv,1040,2457,1981
exp_dgemm_independent-sizes_6.csv,483,3555,3223
exp_dgemm_independent-sizes_6.csv,2390,3887,383
exp_dgemm_independent-sizes_6.csv,6358,76,5542
exp_dgemm_independent-sizes_6.csv,269,9745,278
exp_dgemm_independent-sizes_6.csv,858,1963,3045
exp_dgemm_independent-sizes_6.csv,1978,533,1161
exp_dgemm_independent-sizes_6.csv,9338,2176,79
exp_dgemm_independent-sizes_6.csv,8468,6379,120
exp_dgemm_independent-sizes_6.csv,1796,82,4038
exp_dgemm_independent-sizes_6.csv,2274,8281,137
exp_dgemm_independent-sizes_6.csv,6126,2047,473
exp_dgemm_independent-sizes_6.csv,644,754,7814
exp_dgemm_independent-sizes_6.csv,5305,76,5087
exp_dgemm_independent-sizes_6.csv,4823,38,5633
exp_dgemm_independent-sizes_6.csv,2379,1180,459
exp_dgemm_independent-sizes_6.csv,2006,6752,102
exp_dgemm_independent-sizes_6.csv,4490,364,3712
exp_dgemm_independent-sizes_6.csv,2544,225,8240
exp_dgemm_independent-sizes_6.csv,2489,5981,449
exp_dgemm_independent-sizes_6.csv,2439,449,2758
exp_dgemm_independent-sizes_6.csv,3529,595,2583
exp_dgemm_independent-sizes_6.csv,1086,240,1481
exp_dgemm_independent-sizes_6.csv,2881,2486,853
exp_dgemm_independent-sizes_6.csv,6843,4377,24
exp_dgemm_independent-sizes_6.csv,8106,1903,637
exp_dgemm_independent-sizes_6.csv,3171,3847,496
exp_dgemm_independent-sizes_6.csv,281,4148,7720
exp_dgemm_independent-sizes_6.csv,1903,5228,206
exp_dgemm_independent-sizes_6.csv,8245,3487,279
exp_dgemm_independent-sizes_6.csv,8187,1603,220
exp_dgemm_independent-sizes_6.csv,4447,587,1364
exp_dgemm_independent-sizes_6.csv,100,5157,9540
